n	n	n	n	n
0.820931	0.950000	0.814817	0.646682	0.903180	
0.715509	0.885866	0.661876	0.296711	0.602074	
0.392277	0.465354	0.435593	0.675794	0.078823	
0.407869	0.159598	0.273573	0.309157	0.943266	
0.514046	0.049573	0.818597	0.838215	0.708728	
0.495788	0.289825	0.529381	0.473680	0.046804	
0.128406	0.030271	0.003778	0.297603	0.146396	
0.257279	0.331812	0.309473	0.986647	0.623093	
0.754301	0.591150	0.516493	0.305673	0.013366	
0.017916	0.233702	0.482435	0.718443	0.129457	
0.318522	0.897909	0.490785	0.506393	0.126502	
0.511572	0.247759	0.363871	0.435944	0.435939	
0.124360	0.833016	0.119424	0.232366	0.924988	
0.380195	0.127712	0.372619	0.218448	0.975974	
0.229158	0.694884	0.754271	0.550858	0.500611	
0.398976	0.832366	0.664296	0.152746	0.164123	
0.229683	0.793200	0.029846	0.740523	0.929964	
0.308970	0.827484	0.296731	0.512560	0.807649	
0.096898	0.532069	0.881749	0.758388	0.693025	
0.563092	0.992405	0.177662	0.596802	0.099986	
0.200236	0.616780	0.508588	0.239740	0.815496	
0.573446	0.608876	0.012503	0.974241	0.493143	
0.762749	0.725188	0.217846	0.207475	0.793359	
0.785137	0.540569	0.297150	0.202121	0.221111	
0.926771	0.547897	0.006298	0.651847	0.707286	
0.056139	0.487736	0.345194	0.788895	0.806884	
0.748111	0.313342	0.496186	0.838894	0.312198	
0.162016	0.119799	0.800334	0.920334	0.510715	
0.541364	0.544599	0.738227	0.656446	0.942431	
0.798682	0.585433	0.027390	0.523952	0.580185	
0.857677	0.463821	0.344398	0.095253	0.596776	
0.926980	0.951950	0.807187	0.805995	0.213170	
0.572576	0.987326	0.567119	0.035602	0.643217	
0.463064	0.436424	0.180027	0.531076	0.913319	
0.868632	0.206718	0.487207	0.576940	0.725088	
0.893990	0.316702	0.872915	0.359112	0.909171	
0.151070	0.743660	0.675694	0.149550	0.030538	
0.968755	0.553981	0.464859	0.775294	0.736753	
0.497692	0.758776	0.570975	0.603458	0.749881	
0.602999	0.521923	0.399467	0.642373	0.391135	
0.762743	0.702462	0.667992	0.879174	0.774009	
0.838254	0.139930	0.509106	0.802634	0.282363	
0.829490	0.698863	0.131283	0.269749	0.439048	
0.748125	0.033012	0.541778	0.390988	0.152598	
0.441689	0.852992	0.909103	0.543526	0.553418	
0.073085	0.020463	0.654096	0.759951	0.304419	
0.626880	0.869370	0.834769	0.993331	0.628223	
0.607405	0.284956	0.392986	0.210664	0.912235	
0.322033	0.794194	0.874091	0.085575	0.581092	
0.605442	0.727729	0.157220	0.689492	0.148313	
0.922476	0.684492	0.019283	0.055732	0.990224	
0.802384	0.139751	0.149922	0.008150	0.177665	
0.719932	0.582356	0.890264	0.690612	0.762050	
0.457736	0.853005	0.964077	0.098525	0.356839	
0.932325	0.481554	0.101181	0.155665	0.014385	
0.106874	0.919570	0.944016	0.961945	0.755885	
0.367813	0.340379	0.140953	0.706787	0.165559	
0.988090	0.423830	0.957819	0.988161	0.311061	
0.454988	0.296291	0.992238	0.910784	0.610087	
0.737812	0.067279	0.257104	0.472732	0.699854	
0.354125	0.361293	0.044091	0.292818	0.076898	
0.453182	0.664720	0.156878	0.252155	0.474521	
0.837813	0.322281	0.891937	0.989377	0.832160	
0.484519	0.204840	0.222197	0.287254	0.763224	
0.917424	0.445078	0.027742	0.082796	0.572850	
0.515925	0.154173	0.584391	0.283386	0.866381	
0.940266	0.425378	0.272429	0.885533	0.464610	
0.330464	0.040339	0.394302	0.892668	0.060044	
0.190325	0.963350	0.124578	0.748777	0.384036	
0.971345	0.382960	0.436900	0.830266	0.014066	
0.813121	0.189206	0.044774	0.546957	0.677294	
0.059911	0.358058	0.434701	0.809968	0.090667	
0.806764	0.737253	0.780615	0.660536	0.828269	
0.857395	0.126068	0.923983	0.560603	0.482011	
0.786116	0.582818	0.045976	0.261849	0.326627	
0.544105	0.359485	0.294143	0.198618	0.347049	
0.157962	0.127655	0.008985	0.065674	0.790367	
0.602386	0.292545	0.955414	0.600443	0.726290	
0.457130	0.389506	0.900866	0.877320	0.411607	
0.739747	0.226416	0.763714	0.009471	0.298851	
0.241386	0.831843	0.670458	0.952723	0.450660	
0.774139	0.887490	0.354716	0.307291	0.265363	
0.937350	0.338220	0.554316	0.520923	0.419922	
0.124306	0.558524	0.101477	0.519538	0.352187	
0.213877	0.200107	0.702812	0.475161	0.163415	
0.722542	0.310971	0.322906	0.964165	0.097551	
0.879045	0.328445	0.161516	0.683200	0.255363	
0.677095	0.907552	0.776362	0.963603	0.638397	
0.520584	0.541323	0.499723	0.779143	0.223269	
0.882455	0.608607	0.692048	0.331693	0.699519	
0.643224	0.164707	0.241304	0.552028	0.968501	
0.039875	0.565591	0.104096	0.393984	0.378116	
0.608202	0.919550	0.290956	0.202320	0.622025	
0.650763	0.623747	0.436269	0.586621	0.018156	
0.279755	0.814562	0.134016	0.991226	0.498807	
0.700486	0.249153	0.534176	0.081569	0.409953	
0.250789	0.058678	0.738808	0.117381	0.649789	
0.193146	0.659767	0.145162	0.051001	0.799095	
0.415884	0.645038	0.145960	0.533729	0.845837	
0.902052	0.372573	0.919738	0.610363	0.646576	
0.676978	0.208272	0.049640	0.965954	0.620236	
0.922466	0.618461	0.393750	0.649971	0.202296	
0.740451	0.707223	0.532847	0.466388	0.586777	
0.983088	0.211659	0.731340	0.964133	0.514381	
0.246715	0.554940	0.714233	0.700111	0.084948	
0.812070	0.533362	0.584998	0.436526	0.429276	
0.904936	0.806240	0.478558	0.504752	0.340483	
0.828252	0.541543	0.397944	0.910733	0.785671	
0.591897	0.107552	0.827920	0.548074	0.856258	
0.621713	0.366458	0.599394	0.564977	0.085740	
0.380075	0.665517	0.739856	0.152757	0.916020	
0.703675	0.741641	0.232789	0.543649	0.002445	
0.682648	0.329831	0.071581	0.860595	0.709259	
0.976376	0.510693	0.843442	0.408228	0.609937	
0.922591	0.350870	0.406326	0.558868	0.913382	
0.115804	0.682058	0.559081	0.882734	0.126312	
0.331937	0.918437	0.994654	0.413314	0.778589	
0.108815	0.580208	0.239701	0.293466	0.384013	
0.314008	0.629427	0.851317	0.979620	0.353344	
0.231703	0.813983	0.417051	0.126943	0.943535	
0.017216	0.781860	0.370378	0.898751	0.925056	
0.929824	0.975884	0.613162	0.084239	0.763858	
0.003268	0.458061	0.300483	0.702217	0.665252	
0.197874	0.453565	0.037134	0.752940	0.033458	
0.624191	0.502390	0.700459	0.598437	0.776778	
0.967067	0.960817	0.902239	0.685499	0.511609	
0.014452	0.560358	0.718634	0.854964	0.185108	
0.912625	0.491652	0.875814	0.634516	0.757192	
0.874097	0.938911	0.286021	0.747164	0.364033	
0.723067	0.298136	0.878638	0.093742	0.753668	
0.538285	0.681736	0.303454	0.663781	0.282846	
0.829807	0.063298	0.636701	0.340061	0.615074	
0.990181	0.050391	0.908001	0.983561	0.138309	
0.376578	0.885114	0.250692	0.782685	0.232063	
0.512242	0.076884	0.721045	0.653746	0.299109	
0.762365	0.022451	0.539272	0.632764	0.983887	
0.077105	0.602605	0.772567	0.952201	0.014443	
0.411462	0.774791	0.399257	0.226365	0.949999	
0.729406	0.037407	0.332258	0.141039	0.270049	
0.080773	0.389817	0.470132	0.995753	0.741726	
0.168360	0.285650	0.790650	0.534179	0.022671	
0.829026	0.850151	0.174742	0.416303	0.237329	
0.468443	0.201223	0.281454	0.680413	0.840615	
0.816475	0.570402	0.415360	0.092020	0.380259	
0.995683	0.385265	0.031916	0.803215	0.335723	
0.834729	0.234341	0.747112	0.604797	0.945083	
0.921013	0.149242	0.653634	0.079363	0.377656	
0.996240	0.144644	0.174387	0.444141	0.573267	
0.608539	0.662471	0.345039	0.705305	0.335297	
0.770931	0.605774	0.577426	0.373508	0.323764	
0.333686	0.322736	0.141986	0.169994	0.925292	
0.535639	0.367435	0.820865	0.966420	0.800626	
0.411503	0.591670	0.958055	0.643473	0.398000	
0.587968	0.284968	0.844090	0.943726	0.783188	
0.744110	0.234025	0.220120	0.176002	0.096351	
0.367415	0.419541	0.127226	0.474198	0.414036	
0.643679	0.226860	0.880293	0.213105	0.150585	
0.780327	0.059472	0.203147	0.998021	0.971402	
0.517794	0.576069	0.544969	0.403666	0.278963	
0.775446	0.943045	0.889613	0.518963	0.059420	
0.066430	0.206335	0.589073	0.185890	0.167986	
0.394671	0.034759	0.611937	0.146524	0.972027	
0.452932	0.143606	0.838442	0.492482	0.213355	
0.932318	0.152563	0.973436	0.168757	0.865917	
0.019181	0.850846	0.624442	0.674909	0.673580	
0.782121	0.973574	0.271523	0.475502	0.689563	
0.490581	0.927516	0.049252	0.360689	0.895619	
0.957457	0.865391	0.341727	0.074287	0.669019	
0.144285	0.894624	0.118575	0.721232	0.464646	
0.643292	0.273838	0.257075	0.478713	0.553614	
0.164697	0.287373	0.161726	0.235467	0.764764	
0.808936	0.883379	0.617217	0.314042	0.163573	
0.445392	0.031480	0.636875	0.055110	0.776483	
0.648989	0.504743	0.819790	0.269863	0.426484	
0.783170	0.643205	0.766663	0.133315	0.223019	
0.965538	0.392742	0.987794	0.237034	0.722897	
0.063587	0.763414	0.111603	0.839478	0.120473	
0.878507	0.711020	0.022699	0.741873	0.984433	
0.781438	0.036351	0.257616	0.826752	0.546784	
0.744785	0.138178	0.980386	0.043446	0.444909	
0.285764	0.352508	0.915011	0.302187	0.657222	
0.564100	0.446919	0.540944	0.878447	0.560646	
0.491521	0.968956	0.796461	0.033278	0.846309	
0.127934	0.407551	0.569735	0.067661	0.984095	
0.750250	0.583423	0.750170	0.014023	0.191432	
0.105652	0.741932	0.345858	0.240038	0.603554	
0.165402	0.712267	0.374876	0.785059	0.781555	
0.068147	0.656747	0.724408	0.430367	0.878773	
0.293162	0.773089	0.506999	0.298239	0.180652	
0.207610	0.647944	0.908901	0.747829	0.212107	
0.958090	0.692559	0.226183	0.142437	0.391448	
0.472299	0.518933	0.152505	0.081475	0.857653	
0.230534	0.941046	0.055576	0.236705	0.767937	
0.416812	0.542383	0.832862	0.966126	0.771539	
0.060903	0.676081	0.795880	0.911150	0.948240	
0.670631	0.029126	0.765271	0.679072	0.095633	
0.452480	0.204324	0.759055	0.110496	0.927847	
0.553009	0.152635	0.372354	0.915486	0.300310	
0.407499	0.264261	0.751017	0.160446	0.713156	
0.238410	0.336888	0.034440	0.538698	0.828905	
0.559363	0.684920	0.871132	0.249355	0.880556	
0.628971	0.130501	0.645868	0.230203	0.587871	
0.587596	0.649379	0.701784	0.313496	0.738226	
0.250830	0.164844	0.958686	0.082947	0.569783	
0.418936	0.517816	0.843554	0.907727	0.842701	
0.656972	0.749757	0.462067	0.999928	0.873371	
0.471596	0.078837	0.099914	0.438231	0.631013	
0.606131	0.158409	0.203967	0.266041	0.557801	
0.724330	0.256472	0.348932	0.019294	0.111788	
0.972778	0.266922	0.112282	0.208898	0.862370	
0.239756	0.569984	0.321518	0.621461	0.518466	
0.242693	0.654885	0.561040	0.333313	0.209558	
0.701302	0.245168	0.295976	0.991100	0.942591	
0.832683	0.680202	0.324589	0.962189	0.752042	
0.067862	0.157670	0.360608	0.696729	0.159804	
0.942172	0.373378	0.509506	0.659463	0.320780	
0.129349	0.040760	0.845095	0.522755	0.007460	
0.706064	0.242148	0.286367	0.704554	0.168458	
0.546936	0.380580	0.039701	0.510299	0.464964	
0.886370	0.698445	0.815124	0.046841	0.359586	
0.354738	0.329499	0.021176	0.025717	0.222245	
0.832023	0.016635	0.848803	0.641983	0.821057	
0.238086	0.164837	0.605232	0.568552	0.705421	
